"id","sender","message","date","geolat","geolon"
332886022872526849,"alexiaarandia_","@jinkyjoi @pnutbuttrjeryll Tuesday na! Election sa monday. Hahaha.","Fri May 10 23:53:07 CST 2013",14.07629368,121.30812311
332886104036487168,"ShittiestBabyy","""@IamFrancisss: ""@Ohemnspired: Sa election day saan ka? Sa Tuwid na Daan o sa Limang Daan?"""" Sa dating daan! Hahaha","Fri May 10 23:53:26 CST 2013",14.3701251,120.9387257
332886171149549568,"JaysonZabala","Botong ibebenta mo, SISINGILIN DIN SA IYO! Tama!!! #NoVoteBuying #Halalan2013 @PPCRV_National :)","Fri May 10 23:53:42 CST 2013",14.64859,121.01435
332886765880893440,"karyvidad","I love the TVC of @sam_yg, @_slickrick, @djtonytoni and @ramonbautista!Tayo rin ang sisingilin so VOTE WISELY!??? Love you boys!?","Fri May 10 23:56:04 CST 2013",14.39584443,121.02264627
332887014405988352,"ridicu_LOUIS","Still anxious about next week. #elections #firstdayatwork","Fri May 10 23:57:03 CST 2013",14.7680461,121.0314278
332887358238248961,"kisses_matic","This is how we support our lovely mayor lenalonte and the rest of LA Barkada ?? A thanksgiving party… http://t.co/DZJHOaVUIT","Fri May 10 23:58:25 CST 2013",14.3435477,121.08900561
332887506561417217,"gracejoyterante","boto han sa monday ... dapat po ang iiboto nyo po  ang karapat dapat  .. at may sariling sikap :)","Fri May 10 23:59:00 CST 2013",14.57014875,121.0227239
332887915313131520,"BoomboomPaauu","@triciaferrez yup! bakit ako 17 nakapag pa register. pwede ka din basta 18 y/o ka on the election day :)","Sat May 11 00:00:38 CST 2013",14.57492955,121.07985905
332887965955149825,"maxineisonfire","@AmazingPhil last minute voting PHIL I JUST VOTED GOOD LUCK TO YOU GUYS","Sat May 11 00:00:50 CST 2013",14.70480075,121.03234503
332888079331373058,"imrussell06","Wag maging BOBOtante #Eleksyon2013 #Cavite","Sat May 11 00:01:17 CST 2013",14.41825349,120.85828168
332889770877407233,"zxcRAMS","Soysoy : dad gusto ko maging flying voter. pano lumipad? Haha","Sat May 11 00:08:00 CST 2013",15.1733058,120.5874023
332889950498463744,"JaysonZabala","'Pag ako nagkaanak, papangalanan kong ""Wisely"" para kapag eleksyon, Vote ""Wisely"". I need to sleep. Hahaha","Sat May 11 00:08:43 CST 2013",14.64859,121.01435
332890124650168320,"RightKage","Election ;)) #Tinga #KDT #ForTheWin","Sat May 11 00:09:25 CST 2013",14.4915175,121.0591132
332890514976284672,"hadouKEN02","Okaaaay hindi na nga nagpagamit ng Plaza, hindi pa pinalinis ang palengke. Nananabotahe pa ng kampanya. No vote for you!","Sat May 11 00:10:58 CST 2013",13.94620249,121.16434495
332891375026708480,"daarreennperez","@veaaamontemayor wala palang lakad. -___-","Sat May 11 00:14:23 CST 2013",14.67900498,121.03320943
332891448657735680,"eighernoceda","@mitziiawde nagtext nko dba? Na d na tuloy. Delikado. Eleksyon.","Sat May 11 00:14:40 CST 2013",14.55226121,121.02198597
332891716631814145,"hadouKEN02","@nixonapun syempre po yung taong matuwid ang nararapat sa boto ko!","Sat May 11 00:15:44 CST 2013",13.94614107,121.16425095
332892011252289536,"JaysonZabala","@marydanixx @imjazfelipe @Aylinsups wala na eh hahaha :)) tinatapos ko pa yung voters' education guidelines hahahaha #sabaw","Sat May 11 00:16:54 CST 2013",14.64859,121.01435
332893243203276800,"tintinSshi","""@officialMC47: Another amazing game!!! great teamwork!!!  #VMACFORPRESIDENT"" lolz president talaga di ba pwedeng senator muna?? :)","Sat May 11 00:21:48 CST 2013",14.5862075,121.0025203
332893795404374016,"theinapilapil","@kidnamedluis hah? Strange? Like? Jusko malamang election..hahha madame plastikada","Sat May 11 00:24:00 CST 2013",14.5828361,121.0135004
332894188532281344,"arenztotle","And fortunately, she got the number of my life. #18RisaHontiveros #RisaHontiverosForSenator","Sat May 11 00:25:34 CST 2013",14.5025329,121.2891731
332894527671123970,"markcabusora","May nagbigay ng 1k saken, boto ko daw si...","Sat May 11 00:26:54 CST 2013",14.5378236,121.0811101
332897116127129600,"itsaraestrada","Number 31. Walang iba. EDDIE VILLANUEVA. UNANG BOTO MO. PARA SA PAGBABAGO. :) #teambroeddietayo @BroEddieV","Sat May 11 00:37:12 CST 2013",14.5992177,121.0128316
332897272729837568,"James55867163","Senator James Velina. :) :)","Sat May 11 00:37:49 CST 2013",14.5609136,121.0606004
332897618101432320,"James55867163","ilang araw na lng magagamit ko na constitutional right ko to vote.","Sat May 11 00:39:11 CST 2013",14.5609133,121.0606006
332897871886172160,"iampoipaul","Partying kahit walang tao dahil ba sa ELEKSYON? HAHAHA :))) (@ Excess Superclub w/ 2 others) http://t.co/fDs6NM9Jtp","Sat May 11 00:40:12 CST 2013",14.63447248,121.03612767
332898171544031233,"mama_francia","First rain drops for mother's day :) ,,, @ mayora's golden crib http://t.co/xhVLdeMeZW","Sat May 11 00:41:23 CST 2013",14.62559912,121.06324589
332898876145164288,"theinapilapil","Hi!friends living in Pandacan,Sta. Mesa,Sta. Ana & San Miguel please vote for Dennis Cuevas #5 for councilor!Thanks! http://t.co/ZTd04ht1v2","Sat May 11 00:44:11 CST 2013",14.5828761,121.0134916
332899177820475392,"iamyhanahy","Sa madaming beses ko na bumoboto, ngayon lang ako hindi makakumpleto ng kandidatong iboboto.","Sat May 11 00:45:23 CST 2013",14.6669339,121.1348901
332899223286718464,"bongbayombong","“@MoreFunInAdU: Yung mga boboto sa lunes sana iboto niyo yung mga graduate ng law hindi mga artista.  Excuse me, dami na nila kaya magulo...","Sat May 11 00:45:34 CST 2013",14.63658203,121.02758756
332899346116907008,"ecdj302002","""SOLIDARITY VOTE MOVEMENT at ang DIOCESE OF MALOLOS"" Suportahan ang mga sumusunod PARA SA SENADOR @5Binay, Nancy @8Cojuangco, Tingting.","Sat May 11 00:46:03 CST 2013",14.78495106,120.96004767
332899844358299648,"bongbayombong","@MoreFunInAdU its not funny for you to say to vote for law graduates, khit artista may karapatan basta competent...","Sat May 11 00:48:02 CST 2013",14.63662879,121.02773638
332899864755195904,"iamyhanahy","Sa 3 eleksyon na nagdaan, ngayon lang ako hindi makakumpleto ng mga kandidatong iboboto.","Sat May 11 00:48:07 CST 2013",14.6669339,121.1348901
332900116132413440,"ecdj302002","Please vote: binay, cojuangco, david, delos reyes, honasan, llasos, magsaysay mitos, trillanes, zubiri, villar.. Pacyaw as partylist","Sat May 11 00:49:07 CST 2013",14.78484032,120.96004855
332900150731235328,"MsReikoFrance","2 days before elections. Iboto, hindi ang sikat, kundi ang nararapat! Vote wisely Pinoys! #DapatTAMA ?","Sat May 11 00:49:15 CST 2013",14.32446,120.95554
332901050912763904,"ninsmitra","The election is just a few days away, and I still think that the Filipino people are in no way near ready for it yet. #fb","Sat May 11 00:52:50 CST 2013",13.8768288,121.1026726
332901970987855872,"TessBombMwah","Salamat ke mayor jun binay natuwa sia s amin ni pekto na puri sarap s pakiramdam ganun din si vice president binay kinamayan kmi ni pekto","Sat May 11 00:56:29 CST 2013",14.59147471,121.0799785
332902733273239552,"IamRichMedina","@paulomacalino not during elections though!  Lol ??","Sat May 11 00:59:31 CST 2013",14.58121439,121.08458086
332905455338790914,"iamivy24","Are you ready to vote na??? Our fam's voting paraphernalias just arrived earlier.… http://t.co/n7c3HCWNHc","Sat May 11 01:10:20 CST 2013",14.62616667,120.9735
332905696897142784,"iamivy24","Are you ready to vote na??? Our fam's voting paraphernalias just arrived earlier.… http://t.co/N6ZyvGErmC","Sat May 11 01:11:17 CST 2013",14.62616667,120.9735
332905989793783809,"iamivy24","Are you ready to vote na??? Our fam's voting paraphernalias just arrived earlier.… http://t.co/sdOqoe87Hr","Sat May 11 01:12:27 CST 2013",14.62616667,120.9735
332908002933874689,"amiragassi","Tnx po so much #people  of #laguna  #itsmorefuninlaguna  my #friend #mayor #mayormaitaejercito… http://t.co/rK0r9wQyq0","Sat May 11 01:20:27 CST 2013",14.27294957,121.45463721
332908286858899457,"naeklopez","Nagkampanya saken yung Tumatakbong Mayor dito sa Olongapo -.-"" Mukha na ba akong matanda para maging Botante?! Psh.","Sat May 11 01:21:35 CST 2013",14.8406408,120.2880349
332909834213138432,"umpacan_kim","Yung mga kandidating, sobrang magmalinis kapag ELEKSYON! Dinaig niyo pa alcohol eh","Sat May 11 01:27:44 CST 2013",14.7496224,121.160622
332910372497522688,"starneverfades","Mahal kong kaibigan yan si mayor lenalonte !    #igipadmini #smartLTE  #tagsforlikes #tagsforfollowers… http://t.co/rT4BczsKaQ","Sat May 11 01:29:52 CST 2013",14.33194489,121.08510186
332911978467168256,"SbBragado","@AmberAI12 ...i love amber! How i wish intl votes were allowed..i would have voted for u..from the philippines...","Sat May 11 01:36:15 CST 2013",14.0735576,120.745794
332916173744254976,"iElyYo","@Kaloyy ah, gaum ko grocery. Jk. Vote-buying kating nong. :O jk uman. XD","Sat May 11 01:52:55 CST 2013",14.5717831,120.9879739
332916809206489088,"iElyYo","Di pa  ko nakapili ng mga ivovote ko as senator.  XD","Sat May 11 01:55:27 CST 2013",14.5696689,120.991107
332917483512160256,"LeChauntal","@pooh_tik nice choices po ;) I'd vote for them too if I could Lang :3","Sat May 11 01:58:08 CST 2013",15.16544175,120.59543834
332918392241668098,"eBANDC","@JayveeToquero gusto ko kasi ng pagbabago kaya sorry mayor :(","Sat May 11 02:01:44 CST 2013",14.57859444,120.9827772
332918816730402816,"Robin_Benitez","Erap vs. Lim...pwedeng wala kayong iboto sa kanila, mga Manileno. Parehobg trapo.","Sat May 11 02:03:25 CST 2013",14.56482744,121.02287935
332921956569595904,"joysiy","More than 100 views on #AKPLive knina!:)We are #AngaraNgKabataangPinoy, @sonnyangara is OUR senator,& we thank u 4 watching our online show!","Sat May 11 02:15:54 CST 2013",14.58656,121.10891
332923847181467649,"Jakiii24","BEST Meeting de Avance ever. :) #votejolati #UTAKatPUSOngKONSEHO #number6sabalota @ Sto Tomas, Pasig http://t.co/vWux5XR0ZU","Sat May 11 02:23:25 CST 2013",14.56336565,121.08192
332925264088686592,"chrisssss8","Off to Mindoro. #election2013","Sat May 11 02:29:03 CST 2013",14.55352424,120.99737952
332928063279095808,"caloyjaranilla","Pucha ngayon lang ako sininok sa beer. Nice hanging out with you @krizhiabels hahaha! Missed you a lot. #frommayor","Sat May 11 02:40:10 CST 2013",14.62547136,121.07034562
332933874852179970,"MatValdeavilla","Ingat ingat sa tukso ng pera....""@ABSCBNNews: Cops to pose as 'vote-sellers' http://t.co/ZvY41hTnF1""","Sat May 11 03:03:16 CST 2013",14.5907588,120.9856694
332938881190211585,"Don_Bowe","@madelzaide awww. So proud of you. #dapattama #election2013","Sat May 11 03:23:09 CST 2013",14.6113775,121.1174604
332941215806926848,"jeneeh_corook","@elemenop03 sakto yan para s eleksyon =)","Sat May 11 03:32:26 CST 2013",14.55026,121.02734
332942709335662592,"francinekissow","Everyone should download the halalan app. It's very useful when you're still not sure on who you will be voting for.","Sat May 11 03:38:22 CST 2013",14.7003764,121.0528407
332943030023778304,"tubbymarcus","uwi uwi din sa home town para mag vote sa Monday. (@ Cay Pombo, Sta. Maria) http://t.co/Haq7s1SKJy","Sat May 11 03:39:38 CST 2013",14.84713946,120.97904767
332946826397356032,"renatodeola","Call center agent? @KabataanPL filed HB 2592 BPO workers welfare and protection bill. More reasons to vote for #17kabataan! :)","Sat May 11 03:54:43 CST 2013",14.73662546,121.0549282
332949566649413632,"dyoan_esteysi","sa mga na ngangailangan iboto na ang party list na ito para maparty na din kayo.. vote wisley! @… http://t.co/qr5QU9F3F8","Sat May 11 04:05:37 CST 2013",14.57092159,120.99222797
332983048599650306,"paugarcia30","Goodmorning! Ready na ko sa Motorcade! #VoteForAn @ Apalit Pampanga http://t.co/vLEVBDG4mx","Sat May 11 06:18:39 CST 2013",14.95133896,120.76001208
332986259951714308,"domingo_shiela","Sa Lunes, May 13, nasa kamay po natin ang pagbabago. Gamitin natin nang tama ang kapangyarihan, karapatan, at pribilehiyo ng pagboto.""","Sat May 11 06:31:25 CST 2013",14.6470895,120.9566274
332989493189681153,"iamshemsi","Few mins. b4 7, way too early to hear campaign jingles rumbling around our street! #phvote #election","Sat May 11 06:44:16 CST 2013",14.6201817,121.0447845
332989760123568128,"naughtyangelo","@precious_west at boboto.. #1 sa balota .. Chiz.. hahaha","Sat May 11 06:45:20 CST 2013",14.61531582,120.97615359
332998165122932737,"erhendroid","Lapit na election 2013.. Ready ka na b? #dapattama @gmanews","Sat May 11 07:18:44 CST 2013",14.65455,121.03323
332999460823117826,"EjGee","@RnieltheB @katchapoypoy yung mga nakakainis na jingles. Jeje pa. Yuck. Hoy, siya si JV, love ng marami, kaya iboto na si JV.","Sat May 11 07:23:52 CST 2013",14.0953076,120.9351496
333004226739453952,"JerzOliveria","My boy @stevepatrick25 with my girls @mschilltorralba and #Ellaine  #electiondayweekend ?? @ Privé… http://t.co/t8xsdaKGbr","Sat May 11 07:42:49 CST 2013",14.54972134,121.04754567
333004238525431809,"friedago","Early pull out. 2 days to halalan 2013 #bantayboto #intheserviceofthefilipino @ Pres. Corazon… http://t.co/IQjAITt1Ir","Sat May 11 07:42:52 CST 2013",14.86578274,120.82010651
333004501042745345,"prettyereng","Off to lalalaland......will be back on Monday to exercise our right to Vote! #election… http://t.co/chV1iquu6F","Sat May 11 07:43:54 CST 2013",14.52098,121.01332579
333010804280524800,"stacydejesus","Buffet before we start working on #PHvote. Good morning! (@ Ace Hotel & Suites) [pic]: http://t.co/PQ6RPEh3Fu","Sat May 11 08:08:57 CST 2013",14.57333503,121.05910063
333011025068695554,"arcief","On Monday, May 13, 2013, go out and vote... Let your voice be heard! Ask for God's guidance and may we… http://t.co/NmxsTYhuGM","Sat May 11 08:09:50 CST 2013",14.7515553,121.0243198
333012537232744448,"mynameis_izzy","@Jennylynians wow:)hope number 1 si ate jen this year..sayang di ako  vote.madami akong account dti kya lng nkalimutan ko n e-add &password","Sat May 11 08:15:50 CST 2013",14.53641123,121.06656671
333014344197607426,"princessgaylee","monitoring the situation in ncr from 6am to 6pm for the 2013 elections. @kurisjan (at DILG-NCR) — http://t.co/md0qhV2XH3","Sat May 11 08:23:01 CST 2013",14.633265,121.045018
333016124176355329,"queenlada","on the way to bataan... all because my crazy dad registered there to vote. but i will still be voting, no worries there. #vote2013","Sat May 11 08:30:05 CST 2013",14.5620752,120.9880755
333016937535795200,"James55867163","Gerardo Roxas was a former Senator. He is the father of DILG Sec. Manuel ""Mar"" Roxas, II.","Sat May 11 08:33:19 CST 2013",14.5609814,121.060555
333017316847661056,"James55867163","Geronima Pecson was the first woman senator to be elected while Rogelio dela Rosa was the first celebrity to be elected as senator. :)","Sat May 11 08:34:50 CST 2013",14.5609814,121.0605551
333018809931792385,"aignerdemillo","It's way too odd for artists who endorse candidates but they wont vote. They're just tooo paid.","Sat May 11 08:40:46 CST 2013",14.86604318,120.95344858
333018810447712257,"danielalaala","@SeaanTheSheep @gicaaananana @anamrtna Manila ako after elections :((( nakakainis. :(","Sat May 11 08:40:46 CST 2013",13.95629833,121.64915296
333020988151324672,"gabbmeister","Mini (Cooper) Selection Day! (@ Ford Global City) http://t.co/TgV0ByYcnm","Sat May 11 08:49:25 CST 2013",14.55470767,121.04715189
333022911575252992,"ariolaadrian","im sure vote din kita hehe","Sat May 11 08:57:04 CST 2013",14.1984179,121.1275787
333023596672843776,"its_me_ahl","Day 2 of our Election assignment ;) #Eleksyon2013","Sat May 11 08:59:47 CST 2013",14.63345016,121.04602173
333024516018171904,"ikediaz16","@senatordrilon I really admire ur principles as public servant, u dont tolerate anyone in their wrongdoings. Ur such an ideal public servant","Sat May 11 09:03:26 CST 2013",14.54126433,121.00446577
333024772759887872,"julesified","ill vote for Escudero, Gordon,  Cayetano, Zubiri, Hontiveros, Villar, Estrada, Poe, Trillanes, R.Magsaysay, Legarda, and Sonny Angara.","Sat May 11 09:04:27 CST 2013",14.6276294,120.5739769
333025661608415233,"itsARMYR","Who will I vote for this coming Senatorial Elections? I will formally campaign my Magic 12 in a bit! :-)","Sat May 11 09:07:59 CST 2013",14.56361,120.9979
333025670521303043,"julesified","i thoroughly thought of my senatorial list. Think for the future. Vote wisely.","Sat May 11 09:08:01 CST 2013",14.6276294,120.573977
333026298500894720,"qiaokelixue","“@ABSCBNNews: INFOGRAPHIC: How to vote on May 13 http://t.co/2VJYiNCiJY #Halalan2013”","Sat May 11 09:10:31 CST 2013",14.64376777,121.05692252
333026517934305280,"heyitsmargaret","yes, it's just 2 days before the national midterm elections and last day of campaigns !","Sat May 11 09:11:23 CST 2013",14.6901258,120.9652416
333026658464456704,"julesified","Mabusisi kong pinag-isipan ang aking listahan ng mga senador na iboboto ko sa lunes. Pag-isipan nyo rin ang inyong listahan.","Sat May 11 09:11:57 CST 2013",14.6276294,120.5739769
333026753343791104,"Amiboshi1415","Caught up with #survivor last night and I was heartbroken (and still am) to see #Brenda get voted off. was that really worth 1M? :(","Sat May 11 09:12:19 CST 2013",14.21357441,121.09231906
333026909132836864,"heyitsmargaret","last 2010 elections, it took us 2 hours to vote so now we shall be early in the voting precincts!","Sat May 11 09:12:57 CST 2013",14.6901258,120.9652416
333026915210375169,"onlyMARJiEL","Traffic! Cause of delay :THISSSS! - Commonwealth Ave near Commonwealth Market #Halalan2013 http://t.co/l7XEQ5FSgv","Sat May 11 09:12:58 CST 2013",14.6936789,121.0867385
333027615734657024,"itsARMYR","My senators - PHVTEHAPMALC","Sat May 11 09:15:45 CST 2013",14.56365,120.99821
333027642230054914,"heyitsmargaret","praying for the clean, honest and peaceful 2013 national midterm elections in here in the philippines...","Sat May 11 09:15:51 CST 2013",14.6901258,120.9652416
333029067110641665,"bongkiko","To ask you NOT to vote for a certain Candidate is to undermine your sensibility. So I wont ask you to NOT to vote for HER... pls not HER!","Sat May 11 09:21:31 CST 2013",14.6485375,121.0959508
333031120084037633,"jladiaz","Happy long weekend para sa iba, pero for me hindi... :( huhu wag ka muna dumating eleksyon, di pa ko ready... -_-","Sat May 11 09:29:41 CST 2013",14.41505,120.98263
333032675092873216,"_iamblair","This election stuff really causes traffic??? and the one who's super lateeeeee ??","Sat May 11 09:35:51 CST 2013",14.66049073,120.98515283
333032755208269825,"GraceCabus","Remember the other day i woke up with a very loud election campaign jingle ""teach me how to doggy"". Pls vote wisely! Know your puppies :-)","Sat May 11 09:36:10 CST 2013",14.6332998,121.0859498
333033928883593216,"PowerfulXAM","2 tulog nalang Election day na! I'll make sure that I will vote those candidate whom I believe can help our country & government the most.","Sat May 11 09:40:50 CST 2013",14.58584826,121.06244886
333034233188724738,"JadeMhie","Meeting of volunteers for election o(^-^)o. (@ AMA Computer College - Angeles City, Pampanga) http://t.co/CS6BI4Kq5N","Sat May 11 09:42:03 CST 2013",15.135806,120.585079
333035220347535360,"amgabbo","Vote wisely on monday","Sat May 11 09:45:58 CST 2013",14.5544966,120.9972633
333035364845486080,"callmeJRose","@PrinceLogan959 haha why? You've other plans? KJ! Naa na btaw kay election money. Cge naaaa","Sat May 11 09:46:33 CST 2013",14.5205394,121.0142748
333037341226717184,"OliverHeart08","Thank God for the 8 hours uninterrupted night sleep. Fully recharged and now ready for long hours of  duty from tonight onwards. 
#Halalan","Sat May 11 09:54:24 CST 2013",14.6130254,121.057143
333037463645847553,"cescapatan","For sure lahat ng kalye ngayon trapik #LastDayofCampain #Halalan2013","Sat May 11 09:54:53 CST 2013",14.70926,120.94399
333037500203417600,"NigelCajayon","Be wise when you vote.","Sat May 11 09:55:02 CST 2013",14.6902511,120.991359
333038921023893504,"minasolomon","@VoteFor_Pedro12 Let's Follow this person and ask for a Followback and Don't forget to Follow @minasolomon and ask For a Followback","Sat May 11 10:00:40 CST 2013",14.744966,121.07257
333039202172272640,"polen_grain","The Metro has suddenly become one big carnival! #lastcampaignday #Eleksyon2013 #motorcadeseverywhere #traffic","Sat May 11 10:01:48 CST 2013",14.57872565,121.04655666
333039973978755072,"itsMsBob","This is how election looks like... Blackout ???? oh well ?? better make most out of it then. ?? ????… http://t.co/y8LcVozGRW","Sat May 11 10:04:52 CST 2013",14.48799628,120.90037404
333040149275500544,"aalvinlozano","6 years na ako rehistradong botante. 6 na taon ko na ding hinihintay yung voter's id ko. Anyare?","Sat May 11 10:05:33 CST 2013",14.5729811,121.006773
333041588949368832,"jahzeelzubiaga","Infos about election sa lunes...","Sat May 11 10:11:17 CST 2013",14.6270602,120.9776909
333041791974637568,"pamcie","Walkathon for Orly Hosena-ViceMayor #family #friends #Cuenca #Batangas #Election2013 @ Cuenca, Batangas http://t.co/WJV9XnaX4n","Sat May 11 10:12:05 CST 2013",13.8969266,121.0509528
333042983320551424,"aalvinlozano","5 years in the making ang voters id ko. Kailangan ko yatang ipa frame ito pag nakuha ko. Hahaha http://t.co/8yFRk0xCYx","Sat May 11 10:16:49 CST 2013",14.5729797,121.0067757
333043409256325121,"itsaraestrada","Let's turn up the music this Saturday. For the final salvo this election as we have our Miting de Avance for Bro. Eddie. See u der! :)","Sat May 11 10:18:31 CST 2013",14.5995554,121.0128241
333043473500483584,"itsmejodiiii","Guys! please vote for our entry at #Sunsilk25HrChallenge.Just Click this link: https://t.co/REeYeXR9P2 … and then ""VOTE"" Thank you! :)","Sat May 11 10:18:46 CST 2013",14.56620402,120.99267529
333043721715191808,"itsaraestrada","Bro. Eddie for Senator! Say it and give ur best noise later at the Miting de Avance! At the Q.City Circle 4pm-8pm. C u der!.","Sat May 11 10:19:45 CST 2013",14.5992177,121.0128316
333043895493611520,"calvz_o9","Win & Rex Gatchalian for politics. #Eleksyon2013 #ValenzuelaCity @ Pasolo Road http://t.co/h1aAIlz6Ff","Sat May 11 10:20:27 CST 2013",14.70489448,120.95503603
333044432226111489,"julesified","@dardarsambilay haha yeah yeah may point ka. pero hndi ko p rin ivote si binay.","Sat May 11 10:22:34 CST 2013",14.6276294,120.5739769
333045559218802688,"cheeny_coleen","@JusuelAmande sinong mayor!? Hahah. At sasapakin ko ng malakas! :)) haha:) kamusta po? :)","Sat May 11 10:27:03 CST 2013",14.0558461,121.1988327
333046088204419074,"UarenYobie","2Days to go . Halalan 2013 vote wisely:)","Sat May 11 10:29:09 CST 2013",14.5352411,121.0058213
333047643926310913,"LJSerrano14","If I were to vote on Monday, my vote goes to those pro-RH, pro-FOI, anti-cybercrime candidates who are not trapos. May ganun ba?","Sat May 11 10:35:20 CST 2013",14.546725,121.0042687
333047716122853377,"LuigiTorres03","@ArvieJade Nyay. Sige. Sa Tuesday nalang. Saturday ngayon tas Election sa Monday. Hahahaha.","Sat May 11 10:35:37 CST 2013",15.0090839,120.5946192
333048257724952576,"boklips","Tnx to Election #INFOGRAPHICS it's more easier and cooler to see infos you need in choosing the best candidates","Sat May 11 10:37:47 CST 2013",14.5539593,121.0079165
333048779844505600,"itsAvinMartin","Nooooo!! I'm the Mayor here! (@ Robinsons Supermarket) http://t.co/Ig9v4hBbeF","Sat May 11 10:39:51 CST 2013",14.41307804,120.9415555
333049222532317184,"itsaraestrada","Unang boto mo ay para kanino? #31Villanueva","Sat May 11 10:41:37 CST 2013",14.5999357,121.0082887
333050515468464128,"jaredthgreatest","Jared Escodero! Iboto sa Senado! Hahahaha!","Sat May 11 10:46:45 CST 2013",14.62159,121.05112
333050979895369728,"evepaulynn","Ok..walang ligtas sa traffic. #eleksyon2013 http://t.co/zuh9vPGBTr http://t.co/YR8cEu9uof","Sat May 11 10:48:36 CST 2013",13.86887,121.14567
333051194996035585,"itsme_ronfaina","This is my first time to be part of National & Local Election. ????? #privileged #excited HALALAN2013… http://t.co/YVaJw8fHj7","Sat May 11 10:49:27 CST 2013",14.56558985,121.00942798
333054280355418113,"ivanmayrina","Apir! RT“@BamAlegre: Makati, represent! Covering Eleksyon 2013 this Monday at the Makati Coliseum with @ivanmayrina. Kitakits!”","Sat May 11 11:01:42 CST 2013",14.59483109,121.0538761
333054940748595200,"swishin_Js","Seryoso lang, iboboto niyo ba yung anak ni FPJ?????","Sat May 11 11:04:20 CST 2013",14.61905743,121.08751204
333057884114006016,"IamrikkiDCruz","2 days before the election time. ????????????","Sat May 11 11:16:02 CST 2013",14.66926564,120.99895993
333059468403290113,"jeff_hernandez","Utang na loob naman. #MidtermElections2013 #NOToNancyBinay #PilipinasKongMahal @ Philippines http://t.co/oLH7ktEPap","Sat May 11 11:22:19 CST 2013",14.57626802,121.03924356
333059603489234947,"MrsKristalGrey","Tignan nyo na lang ha. Tama ba na sa Group picture ng HG e, dapat kasama yung Tarpaulin nya na may (Vice Mayor) Hoy! Ano ka? Joke lang! ?","Sat May 11 11:22:52 CST 2013",14.8482371,120.29337352
333060476202278912,"rpaolopalomo","Wow RT @iJAMhere HINDI KO NA KINAKAYA ANG VOTE BUYING DITO SA CALOOCAN! NKKLK.","Sat May 11 11:26:20 CST 2013",14.862425,120.806672
333060850430644225,"GladiatorDomz","Are you going to vote for senatoriable that the only thing she did is to work for her parents? #NoForNancy #YourMom","Sat May 11 11:27:49 CST 2013",14.58026935,121.05119372
333061004982370304,"MAGIcAL4462","Saturday gala. Thinking of buying a statement shirt that I would wear when I vote... (@ Glorietta - @ayalamalls) http://t.co/Z1oi2L7QV1","Sat May 11 11:28:26 CST 2013",14.55078059,121.02511168
333061215247024128,"newme_anna","Wats worse thn eatng alone in a village cafe?3 policemen w8ng outside wyl a candidate eats inside the cafe--2 days b4 d election.","Sat May 11 11:29:16 CST 2013",14.4438642,121.0354337
333061476917071872,"inanperillo","Sana sa election meron ding negative votes, yung tipong bawat vote = bawas points dun sa kandidato.","Sat May 11 11:30:18 CST 2013",14.56114769,121.02066597
333061582215081984,"mgracemah","@raymondlapiz @imgheyuuh IBOTO SI GHEA PARA SA SENADO! TAGABUTAS NG PWET! Hahahaha =)))))","Sat May 11 11:30:43 CST 2013",14.48953989,121.00614766
333062264187912192,"SheiiiMendoza","@acbernardez oh i see. Busy for elections nga pala kau. Oh well, we'll lend u our notes dnt worry haha","Sat May 11 11:33:26 CST 2013",14.5854729,121.0192522
333062289890619392,"SamstersPH","I Vote For #SMP86 Sam Concepcion #100SexiestMenPH @starmometerblog","Sat May 11 11:33:32 CST 2013",14.66058429,120.99884673
333062417166778368,"earl1987","@DZMMTeleRadyo election/voters ed campaign ay ginagawa dapat whole year round hindi lang before elections & should penetrate grassroots","Sat May 11 11:34:02 CST 2013",15.0871179,120.6373407
333063014540509184,"MoniqueAshleyy","please vote for BAM AQUINO this coming may 13!! You can research online to know more about him! #May2013Elections","Sat May 11 11:36:25 CST 2013",14.61504538,121.06850975
333063161978703872,"earl1987","""@stevefdailisan: #selfiemode #eleksyon2013 #dapatTama #eleksyonuniform c/o @francois888  http://t.co/EJPnxhES0C"" so fashionable! *excited*","Sat May 11 11:37:00 CST 2013",15.0871168,120.6373418
333064017763524611,"jangeles77","nganga muna, running errands for the rest of weekend and monday...cannot go anywhere kasi red alert...hhaha #vote #nganga #militaryduties","Sat May 11 11:40:24 CST 2013",14.55752505,121.01532756
333067517557870594,"jalaylo","In a country blinded by Daang Matuwid, we need someone like @mitosmagsaysay to voice out the frustrations of the unconvinced. Vote for her!","Sat May 11 11:54:18 CST 2013",14.56594701,120.98658183
333067592476545026,"thetrueasiatic","Linis linis din ng #ElecteicFan pag sabado kelangan natin sya linisan malaki natutulong  nya sa tin. #eleksyon2013 http://t.co/M6FGJ2vKxG","Sat May 11 11:54:37 CST 2013",14.606554,121.0492243
333068067120762880,"abpottie","Advance happy 3rd anniv @ppammmm and jayvee villamayor! Stay sweet more fun more away more kasinungalingan ??","Sat May 11 11:56:29 CST 2013",14.5665286,121.12927008
333068272620679169,"jcabrera09","di ko pa alam iboboto ko.. hahaha","Sat May 11 11:57:18 CST 2013",14.2054175,120.9385848
